question1,question2,label,m3e-small,s-bert(all-MiniLM-L6-v2),gte-small
How do I get from Times Square to LA using train?,How do I get from City Center to Union Station using bus?,1,0.9403368,0.5338981747627258,0.8568693399429321
How do I get from Brooklyn to Central Park using metro?,What's the way from Brooklyn to Central Park using metro?,2,0.96624076,0.9385527968406677,0.9887142777442932
How do I get from City Center to JFK Airport using bus?,Is the bus from Manhattan to City Center running this weekend?,0,0.90070117,0.5536600351333618,0.8634938597679138
How do I get from Central Park to Times Square using train?,How do I get from Manhattan to Union Station using train?,1,0.99799657,0.6218981146812439,0.8888393640518188
How do I get from Downtown to Union Station using train?,How do I get from Times Square to Union Station using bus?,1,0.9404548,0.7445195913314819,0.914763331413269
How do I get from Brooklyn to City Center using train?,Is the metro from Downtown to LA running tomorrow?,0,0.8183758,0.46912336349487305,0.828136682510376
How do I get from JFK Airport to Central Park using bus?,How do I get from City Center to San Diego using metro?,1,0.9219032,0.4395698308944702,0.8224961757659912
How do I get from San Diego to San Francisco using metro?,How do I get from JFK Airport to Central Park using bus?,1,0.9219032,0.394443154335022,0.8072220087051392
How do I get from JFK Airport to City Center using metro?,Is the train from San Francisco to LA running tomorrow?,0,0.82795715,0.32222023606300354,0.7907984852790833
How do I get from JFK Airport to San Francisco using train?,How do I get from JFK Airport to City Center using metro?,1,0.90513605,0.7064114809036255,0.9004783630371094
How do I get from Brooklyn to LA using bus?,How do I get from JFK Airport to Central Park using bus?,1,0.9936571,0.6268438696861267,0.8843224048614502
How do I get from LA to Brooklyn using train?,How do I get from Downtown to LA using bus?,1,0.92782146,0.669741690158844,0.883859395980835
How do I get from Brooklyn to Downtown using metro?,Is the metro from Brooklyn to Union Station running this weekend?,0,0.86914384,0.6456632018089294,0.8773182034492493
How do I get from Downtown to JFK Airport using train?,How do I get from City Center to Times Square using metro?,1,0.9033477,0.503396213054657,0.8579683303833008
How do I get from Brooklyn to Downtown using train?,How do I get from LA to Manhattan using bus?,1,0.92782146,0.7723146677017212,0.8701068758964539
How do I get from Times Square to Manhattan using bus?,What's the way from Times Square to Manhattan using bus?,2,0.9633494,0.9401963949203491,0.9818912744522095
How do I get from Downtown to Union Station using bus?,How do I get from JFK Airport to San Francisco using train?,1,0.9381837,0.5394210815429688,0.8357098698616028
How do I get from Times Square to Union Station using train?,What's the way from Times Square to Union Station using train?,2,0.9686791,0.9341161251068115,0.9845721125602722
How do I get from Central Park to JFK Airport using train?,Is the train from San Francisco to San Diego running tomorrow?,0,0.89504963,0.3581222891807556,0.7994033694267273
How do I get from LA to Downtown using train?,Is the train from Union Station to Brooklyn running next Monday?,0,0.9024095,0.4668119549751282,0.8004293441772461
How do I get from Union Station to San Francisco using train?,Is the bus from Downtown to Times Square running today?,0,0.84104013,0.3550514876842499,0.7936481833457947
Is the train from Brooklyn to Downtown running next Monday?,Do trains from Brooklyn to Downtown running next Monday?,2,0.9935093,0.9482864141464233,0.9911935329437256
How do I get from JFK Airport to San Francisco using train?,What's the way from JFK Airport to San Francisco using train?,2,0.9686791,0.9483432173728943,0.9837825298309326
How do I get from LA to City Center using train?,Is the bus from JFK Airport to San Francisco running today?,0,0.8431658,0.36371785402297974,0.7897244095802307
How do I get from Union Station to JFK Airport using metro?,How do I get from Times Square to San Diego using train?,1,0.90513605,0.4310697019100189,0.8137615919113159
How do I get from San Diego to San Francisco using train?,Is the bus from Brooklyn to Central Park running this weekend?,0,0.84563786,0.3760124444961548,0.7916688323020935
How do I get from Manhattan to JFK Airport using metro?,How do I get from San Francisco to Downtown using train?,1,0.89865935,0.5772016048431396,0.8253247737884521
How do I get from Central Park to Manhattan using metro?,What's the way from Central Park to Manhattan using metro?,2,0.9651872,0.9369741082191467,0.9865365028381348
How do I get from Brooklyn to City Center using train?,How do I get from Union Station to Central Park using metro?,1,0.9033477,0.670315682888031,0.8938863277435303
How do I get from Brooklyn to San Francisco using train?,What's the way from Brooklyn to San Francisco using train?,2,0.9693333,0.9409779906272888,0.9835036396980286
How do I get from JFK Airport to Union Station using bus?,Is the train from Brooklyn to Manhattan running next Monday?,0,0.8740127,0.34130698442459106,0.7823870182037354
How do I get from San Francisco to JFK Airport using train?,Is the train from Manhattan to Union Station running next Monday?,0,0.917711,0.4560420513153076,0.8222700357437134
How do I get from City Center to Central Park using train?,What's the way from City Center to Central Park using train?,2,0.9686791,0.9369919896125793,0.9890168905258179
How do I get from Times Square to Downtown using metro?,How do I get from Brooklyn to City Center using metro?,1,0.9997523,0.7421079874038696,0.919632613658905
How do I get from LA to Downtown using train?,Is the bus from San Diego to Times Square running tomorrow?,0,0.8350492,0.3902609646320343,0.8117021322250366
How do I get from Manhattan to Downtown using train?,Is the train from San Diego to Union Station running today?,0,0.86953,0.38899797201156616,0.8300523161888123
How do I get from Brooklyn to City Center using train?,How do I get from San Francisco to LA using metro?,1,0.8985566,0.6003798842430115,0.8647152781486511
How do I get from Central Park to Brooklyn using train?,Is the train from City Center to Central Park running this weekend?,0,0.8858827,0.6382322311401367,0.8927174806594849
How do I get from Brooklyn to San Diego using metro?,How do I get from LA to San Diego using bus?,1,0.9118377,0.7823629975318909,0.9047127366065979
How do I get from Central Park to San Diego using train?,Is the train from Times Square to Union Station running this weekend?,0,0.89337295,0.36005160212516785,0.8160371780395508
How do I get from Times Square to San Francisco using train?,Is the train from Central Park to San Diego running next Monday?,0,0.9172918,0.5414016842842102,0.8213505744934082
How do I get from LA to Downtown using train?,Is the train from Union Station to Times Square running this weekend?,0,0.8780705,0.4321504235267639,0.8191660642623901
How do I get from Central Park to LA using metro?,Is the train from Union Station to JFK Airport running next Monday?,0,0.84798336,0.38381311297416687,0.7998716831207275
How do I get from Central Park to Union Station using train?,Is the metro from Times Square to Downtown running next Monday?,0,0.8543716,0.38260185718536377,0.8059923648834229
How do I get from Manhattan to LA using bus?,How do I get from Manhattan to Brooklyn using train?,1,0.92782146,0.7946719527244568,0.8994815945625305
How do I get from JFK Airport to Times Square using train?,How do I get from San Diego to San Francisco using train?,1,1.0000001,0.454499751329422,0.8401062488555908
How do I get from LA to Downtown using train?,How do I get from San Francisco to Times Square using bus?,1,0.9340061,0.5681910514831543,0.8444834351539612
How do I get from Manhattan to JFK Airport using bus?,How do I get from Union Station to Times Square using metro?,1,0.91687703,0.4272696077823639,0.8507324457168579
How do I get from LA to Central Park using metro?,Is the train from Times Square to San Diego running this weekend?,0,0.82521325,0.4064982235431671,0.8222359418869019
How do I get from San Diego to Times Square using metro?,How do I get from San Diego to Brooklyn using train?,1,0.90335625,0.6764833927154541,0.9118899703025818
How do I get from Central Park to San Diego using train?,How do I get from Times Square to JFK Airport using metro?,1,0.90513605,0.362405389547348,0.7989634275436401
How do I get from Manhattan to Downtown using train?,How do I get from Manhattan to LA using train?,1,0.9999999,0.8664404153823853,0.940243124961853
How do I get from JFK Airport to Downtown using train?,Is the train from San Diego to Union Station running today?,0,0.87804693,0.3639339208602905,0.795913577079773
How do I get from Central Park to Times Square using train?,What's the way from Central Park to Times Square using train?,2,0.9686791,0.9455844759941101,0.9869899749755859
How do I get from JFK Airport to Central Park using bus?,Is the train from Brooklyn to Manhattan running next Monday?,0,0.8740127,0.3380660116672516,0.7982510924339294
How do I get from City Center to Brooklyn using metro?,How do I get from Brooklyn to San Diego using metro?,1,0.9997523,0.8185632228851318,0.9458136558532715
How do I get from City Center to San Diego using metro?,What's the way from City Center to San Diego using metro?,2,0.96531516,0.9295310974121094,0.9881559014320374
How do I get from Central Park to Union Station using train?,What's the way from Central Park to Union Station using train?,2,0.9686791,0.938750684261322,0.9886173009872437
How do I get from JFK Airport to Brooklyn using train?,How do I get from Union Station to Downtown using bus?,1,0.9367899,0.5458160638809204,0.8319297432899475
How do I get from San Francisco to Brooklyn using train?,How do I get from Brooklyn to LA using train?,1,0.99706334,0.8832546472549438,0.9599878191947937
How do I get from Brooklyn to LA using bus?,What's the way from Brooklyn to LA using bus?,2,0.9607137,0.9326636791229248,0.984582245349884
How do I get from San Francisco to Times Square using bus?,Is the bus from Manhattan to Brooklyn running next Monday?,0,0.9200287,0.5076793432235718,0.847449541091919
How do I get from Manhattan to LA using train?,Is the metro from Central Park to Manhattan running tomorrow?,0,0.8209837,0.5540785193443298,0.846960723400116
How do I get from LA to San Francisco using metro?,How do I get from Brooklyn to San Diego using metro?,1,1.0000004,0.8494768142700195,0.9102127552032471
How do I get from Central Park to Union Station using train?,How do I get from Times Square to Manhattan using bus?,1,0.9375627,0.49842602014541626,0.8465295433998108
How do I get from LA to Brooklyn using train?,How do I get from JFK Airport to Downtown using train?,1,0.99706334,0.6720743179321289,0.8874082565307617
How do I get from Central Park to Manhattan using bus?,How do I get from Downtown to Central Park using train?,1,0.93663204,0.774168074131012,0.9183880090713501
How do I get from San Diego to Times Square using metro?,Is the bus from City Center to Manhattan running today?,0,0.8397023,0.3829001784324646,0.8300074338912964
How do I get from San Diego to Downtown using metro?,What's the way from San Diego to Downtown using metro?,2,0.9651872,0.9437161684036255,0.9875065684318542
How do I get from City Center to San Diego using metro?,Is the train from JFK Airport to San Diego running this weekend?,0,0.83407354,0.46653425693511963,0.8310830593109131
How do I get from LA to Manhattan using metro?,Is the train from San Diego to Manhattan running today?,0,0.82483166,0.49464866518974304,0.8562995791435242
How do I get from Central Park to Manhattan using metro?,How do I get from Central Park to Union Station using train?,1,0.8983823,0.6867031455039978,0.9192437529563904
How do I get from Times Square to Manhattan using train?,Is the train from San Diego to San Francisco running tomorrow?,0,0.88801724,0.4017639756202698,0.821383535861969
How do I get from San Francisco to Downtown using train?,What's the way from San Francisco to Downtown using train?,2,0.96794504,0.9463051557540894,0.9842244982719421
How do I get from LA to Manhattan using bus?,What's the way from LA to Manhattan using bus?,2,0.9607137,0.9317994713783264,0.9846016764640808
How do I get from San Diego to Downtown using metro?,How do I get from Central Park to LA using bus?,1,0.9119492,0.6046894192695618,0.8628253936767578
How do I get from Union Station to San Francisco using train?,How do I get from JFK Airport to City Center using metro?,1,0.90513605,0.4895102381706238,0.8320679068565369
How do I get from JFK Airport to San Francisco using train?,Is the train from City Center to Times Square running next Monday?,0,0.9172918,0.4303241968154907,0.8173186182975769
How do I get from Union Station to San Diego using metro?,What's the way from Union Station to San Diego using metro?,2,0.96531516,0.9337714314460754,0.9871355891227722
How do I get from Brooklyn to City Center using train?,How do I get from Central Park to LA using bus?,1,0.93663204,0.6412376165390015,0.8595722317695618
How do I get from LA to Central Park using metro?,How do I get from City Center to Brooklyn using train?,1,0.89865935,0.6769618988037109,0.8828734755516052
How do I get from Downtown to LA using bus?,How do I get from Downtown to Union Station using train?,1,0.92806643,0.610699474811554,0.8799430131912231
How do I get from Manhattan to LA using bus?,How do I get from Union Station to Central Park using metro?,1,0.9067566,0.48430460691452026,0.848971426486969
How do I get from Downtown to JFK Airport using bus?,How do I get from Union Station to San Francisco using train?,1,0.9381837,0.4398382604122162,0.8190674185752869
How do I get from Central Park to Union Station using train?,How do I get from LA to Central Park using metro?,1,0.8985646,0.7010442018508911,0.9154825210571289
How do I get from Brooklyn to San Francisco using train?,What's the way from Brooklyn to San Francisco using train?,2,0.9693333,0.9409779906272888,0.9835036396980286
How do I get from JFK Airport to Central Park using bus?,How do I get from Brooklyn to San Francisco using train?,1,0.9404548,0.529889702796936,0.8410435318946838
How do I get from JFK Airport to Times Square using train?,Is the train from San Francisco to San Diego running tomorrow?,0,0.89504963,0.3328361511230469,0.7955644130706787
How do I get from Times Square to San Diego using bus?,Is the bus from City Center to Downtown running next Monday?,0,0.92472047,0.5004687309265137,0.832642138004303
How do I get from LA to San Diego using bus?,Is the train from San Diego to Union Station running today?,0,0.8548353,0.5064880847930908,0.836795449256897
How do I get from Union Station to Times Square using metro?,How do I get from Brooklyn to LA using train?,1,0.8941851,0.5192803740501404,0.8700927495956421
How do I get from Union Station to Manhattan using metro?,Is the train from LA to Union Station running this weekend?,0,0.8268906,0.47550299763679504,0.8461499810218811
How do I get from San Diego to Downtown using metro?,How do I get from Brooklyn to San Diego using metro?,1,0.9997523,0.8740627765655518,0.9490875005722046
How do I get from City Center to Brooklyn using train?,Is the train from Downtown to Times Square running tomorrow?,0,0.880531,0.5100027322769165,0.8588982224464417
How do I get from Downtown to JFK Airport using bus?,Is the train from San Francisco to LA running this weekend?,0,0.85374117,0.3028533160686493,0.771979808807373
How do I get from Manhattan to Downtown using train?,How do I get from Downtown to Times Square using metro?,1,0.8919098,0.6345496773719788,0.9199889302253723
How do I get from Times Square to Manhattan using bus?,How do I get from LA to JFK Airport using train?,1,0.93663204,0.5778174996376038,0.8346295356750488
How do I get from Times Square to Manhattan using train?,Is the train from Manhattan to Union Station running today?,0,0.8788457,0.6530317068099976,0.8824275732040405
How do I get from Brooklyn to JFK Airport using bus?,How do I get from JFK Airport to Brooklyn using bus?,1,0.99976516,0.9945179224014282,0.9992278218269348
How do I get from JFK Airport to Downtown using train?,How do I get from Downtown to LA using bus?,1,0.92823076,0.6253110766410828,0.882609486579895
How do I get from San Diego to LA using train?,Is the bus from JFK Airport to San Diego running next Monday?,0,0.86779076,0.5188581943511963,0.8283665180206299
How do I get from Brooklyn to LA using train?,Is the train from San Diego to LA running tomorrow?,0,0.8729305,0.5269277095794678,0.8672960996627808
How do I get from JFK Airport to LA using train?,How do I get from Central Park to Manhattan using metro?,1,0.89891076,0.5439616441726685,0.837263822555542
How do I get from LA to Central Park using metro?,How do I get from City Center to Brooklyn using metro?,1,0.9997523,0.7775932550430298,0.9059370160102844
How do I get from Times Square to LA using train?,How do I get from JFK Airport to Times Square using train?,1,0.99770397,0.7851458787918091,0.9334058165550232
How do I get from JFK Airport to Central Park using bus?,Is the bus from Brooklyn to Central Park running this weekend?,0,0.90070117,0.6159257888793945,0.8869706988334656
How do I get from Downtown to Manhattan using metro?,How do I get from JFK Airport to City Center using bus?,1,0.90727216,0.5418701171875,0.8635303378105164
How do I get from San Francisco to San Diego using train?,How do I get from Brooklyn to Central Park using bus?,1,0.9381837,0.5155848264694214,0.8362047076225281
How do I get from Central Park to Downtown using metro?,Is the metro from Union Station to San Diego running this weekend?,0,0.8879306,0.4902409017086029,0.835252046585083
How do I get from Brooklyn to LA using train?,Is the metro from Downtown to LA running tomorrow?,0,0.8122448,0.5255429148674011,0.8493903279304504
How do I get from Central Park to San Diego using train?,How do I get from Times Square to Brooklyn using bus?,1,0.9375627,0.4804978370666504,0.8191878199577332
How do I get from Downtown to JFK Airport using train?,How do I get from Manhattan to City Center using train?,1,1.0000005,0.7065501809120178,0.8859043717384338
How do I get from Brooklyn to Union Station using metro?,Is the train from Union Station to JFK Airport running next Monday?,0,0.8483574,0.5233141183853149,0.8513245582580566
How do I get from Union Station to Central Park using metro?,How do I get from San Diego to San Francisco using train?,1,0.90513605,0.5171759128570557,0.8461132645606995
How do I get from Manhattan to San Francisco using metro?,Is the bus from Brooklyn to Downtown running next Monday?,0,0.8467669,0.4172661602497101,0.813811719417572
How do I get from Manhattan to LA using bus?,How do I get from City Center to LA using metro?,1,0.90337074,0.6505411863327026,0.9064168334007263
How do I get from Manhattan to Times Square using bus?,How do I get from City Center to Central Park using train?,1,0.9381837,0.5350091457366943,0.8480634689331055
How do I get from Downtown to LA using metro?,How do I get from LA to City Center using train?,1,0.8918203,0.7697625756263733,0.9260094165802002
How do I get from Downtown to San Francisco using metro?,What's the way from Downtown to San Francisco using metro?,2,0.96624076,0.9477030634880066,0.984504222869873
Is the train from Union Station to Brooklyn running next Monday?,Do trains from Union Station to Brooklyn running next Monday?,2,0.9934842,0.958010196685791,0.9919309020042419
How do I get from Brooklyn to Downtown using bus?,How do I get from Downtown to LA using bus?,1,1.0000001,0.812808632850647,0.9313876628875732
How do I get from San Francisco to Central Park using train?,How do I get from Central Park to Downtown using metro?,1,0.8983823,0.7228531241416931,0.9226283431053162
How do I get from LA to Central Park using metro?,Is the train from San Diego to San Francisco running tomorrow?,0,0.8299255,0.4152753949165344,0.8139728307723999
How do I get from Downtown to Union Station using bus?,How do I get from Union Station to San Diego using bus?,1,0.99837583,0.7372211813926697,0.9331041574478149
How do I get from Times Square to San Diego using train?,Is the train from San Diego to LA running tomorrow?,0,0.8850272,0.674515962600708,0.8731865882873535
How do I get from Brooklyn to Union Station using metro?,Is the train from Union Station to Brooklyn running next Monday?,0,0.8457216,0.648495614528656,0.9045575857162476
How do I get from San Diego to San Francisco using train?,Is the train from Times Square to Union Station running this weekend?,0,0.89337295,0.3602183759212494,0.8116487264633179
How do I get from Central Park to San Francisco using train?,How do I get from Downtown to LA using bus?,1,0.92678493,0.5266591310501099,0.8580249547958374
How do I get from Central Park to City Center using train?,How do I get from San Francisco to Downtown using train?,1,0.99770397,0.6892231106758118,0.8938837647438049
How do I get from LA to Central Park using metro?,What's the way from LA to Central Park using metro?,2,0.96624076,0.9361443519592285,0.9883037805557251
How do I get from Brooklyn to Downtown using bus?,How do I get from Union Station to Times Square using bus?,1,0.9936571,0.5816168189048767,0.8921583294868469
How do I get from JFK Airport to San Francisco using bus?,Is the metro from Brooklyn to Central Park running today?,0,0.83946854,0.39641687273979187,0.7846568822860718
How do I get from Times Square to JFK Airport using metro?,What's the way from Times Square to JFK Airport using metro?,2,0.96531516,0.9461289048194885,0.9840666651725769
How do I get from Union Station to Central Park using metro?,Is the train from Union Station to JFK Airport running next Monday?,0,0.8570275,0.5138221979141235,0.8464660048484802
How do I get from Downtown to LA using bus?,How do I get from San Francisco to Central Park using train?,1,0.92678493,0.529721736907959,0.8576050400733948
How do I get from Manhattan to JFK Airport using bus?,Is the metro from City Center to LA running tomorrow?,0,0.8391912,0.3354804813861847,0.7880654335021973
How do I get from Times Square to Downtown using metro?,How do I get from LA to Times Square using bus?,1,0.9116266,0.7203459739685059,0.9165038466453552
How do I get from City Center to JFK Airport using train?,Is the train from Central Park to LA running this weekend?,0,0.8944853,0.41099420189857483,0.8235300183296204
How do I get from JFK Airport to San Francisco using train?,How do I get from San Diego to LA using train?,1,0.99770397,0.6872674226760864,0.8682692646980286
How do I get from San Diego to San Francisco using train?,How do I get from Manhattan to Downtown using train?,1,0.992768,0.5754266381263733,0.8874090909957886
How do I get from City Center to San Francisco using train?,How do I get from Brooklyn to San Diego using metro?,1,0.8985646,0.6611983180046082,0.8743560314178467
How do I get from Times Square to Manhattan using bus?,How do I get from JFK Airport to City Center using metro?,1,0.9168729,0.561022162437439,0.8558869361877441
How do I get from Times Square to Manhattan using bus?,How do I get from Central Park to San Diego using train?,1,0.9375627,0.4462442994117737,0.8233535289764404
How do I get from City Center to Brooklyn using metro?,How do I get from LA to Manhattan using bus?,1,0.90337074,0.7075655460357666,0.8743619322776794
How do I get from LA to Brooklyn using train?,How do I get from San Diego to Downtown using metro?,1,0.8919432,0.49716484546661377,0.855004072189331
How do I get from Central Park to Manhattan using bus?,What's the way from Central Park to Manhattan using bus?,2,0.9633494,0.938120424747467,0.9857327342033386
How do I get from Union Station to San Diego using train?,How do I get from San Francisco to Union Station using train?,1,1.0000001,0.8642944693565369,0.9406085014343262
How do I get from Times Square to Central Park using train?,How do I get from Union Station to San Diego using metro?,1,0.90513605,0.4898141324520111,0.845826268196106
How do I get from Downtown to JFK Airport using bus?,Is the metro from Manhattan to Central Park running this weekend?,0,0.84241796,0.3961979150772095,0.7957948446273804
How do I get from JFK Airport to Brooklyn using train?,Is the metro from City Center to Downtown running today?,0,0.8166153,0.35657215118408203,0.7842077016830444
How do I get from Brooklyn to San Diego using metro?,Is the bus from San Diego to City Center running next Monday?,0,0.8528849,0.559302031993866,0.8683258891105652
How do I get from Downtown to LA using bus?,How do I get from Union Station to Times Square using metro?,1,0.9067566,0.4558826684951782,0.837108850479126
How do I get from Times Square to Manhattan using bus?,How do I get from City Center to Brooklyn using train?,1,0.9367899,0.7180501222610474,0.8815097212791443
How do I get from Brooklyn to City Center using train?,How do I get from Times Square to San Diego using train?,1,0.99799657,0.5650870203971863,0.8934187293052673
How do I get from San Francisco to Union Station using metro?,How do I get from LA to Downtown using bus?,1,0.9067566,0.5194337964057922,0.8348612785339355
How do I get from JFK Airport to Times Square using train?,What's the way from JFK Airport to Times Square using train?,2,0.9686791,0.9531347155570984,0.9859856367111206
How do I get from Central Park to City Center using train?,How do I get from JFK Airport to Union Station using bus?,1,0.94315606,0.5323085784912109,0.819111704826355
How do I get from Brooklyn to Downtown using bus?,How do I get from JFK Airport to LA using bus?,1,0.99712896,0.6855259537696838,0.876190721988678
How do I get from San Diego to San Francisco using metro?,How do I get from Times Square to San Diego using train?,1,0.90513605,0.757246196269989,0.9155681133270264
How do I get from Times Square to LA using train?,Is the metro from Brooklyn to Downtown running this weekend?,0,0.81934834,0.3957466185092926,0.8061345219612122
How do I get from Union Station to Times Square using metro?,How do I get from Union Station to San Diego using train?,1,0.90513605,0.5599958896636963,0.8905455470085144
How do I get from Manhattan to JFK Airport using bus?,How do I get from Manhattan to San Francisco using metro?,1,0.9118377,0.5706526041030884,0.8762416839599609
How do I get from Times Square to Downtown using metro?,How do I get from Central Park to Manhattan using metro?,1,0.9999997,0.6946610808372498,0.9195430278778076
How do I get from LA to San Diego using metro?,Is the train from San Francisco to LA running tomorrow?,0,0.82111776,0.5058483481407166,0.8419818878173828
How do I get from Manhattan to City Center using train?,Is the bus from Union Station to Brooklyn running next Monday?,0,0.8679587,0.4682290554046631,0.8342967629432678
How do I get from Union Station to Times Square using bus?,How do I get from Times Square to Manhattan using train?,1,0.9403368,0.6905242204666138,0.9204140305519104
How do I get from Times Square to San Diego using train?,Is the bus from San Francisco to Times Square running this weekend?,0,0.8578875,0.6314242482185364,0.8610854744911194
How do I get from Times Square to LA using train?,Is the train from Central Park to LA running this weekend?,0,0.8885852,0.5405223369598389,0.8476335406303406
How do I get from LA to Downtown using train?,Is the metro from Times Square to Central Park running this weekend?,0,0.8218717,0.4590515196323395,0.8137995004653931
How do I get from JFK Airport to City Center using bus?,How do I get from Union Station to JFK Airport using metro?,1,0.9219032,0.734688401222229,0.9167037606239319
How do I get from Downtown to Central Park using train?,How do I get from LA to Brooklyn using train?,1,0.99696326,0.6205734610557556,0.8733428716659546
How do I get from Brooklyn to Downtown using metro?,How do I get from City Center to Brooklyn using train?,1,0.89195836,0.8149311542510986,0.9382622838020325
How do I get from Downtown to Times Square using metro?,Is the bus from Union Station to City Center running next Monday?,0,0.8528849,0.44747409224510193,0.8385627865791321
How do I get from Brooklyn to San Francisco using train?,How do I get from Union Station to City Center using bus?,1,0.9404548,0.557561457157135,0.8588717579841614
How do I get from Times Square to Manhattan using bus?,Is the metro from San Francisco to LA running today?,0,0.8403319,0.4415445029735565,0.8056700825691223
How do I get from Brooklyn to JFK Airport using bus?,How do I get from JFK Airport to City Center using metro?,1,0.91687703,0.7098392248153687,0.9074820876121521
How do I get from Central Park to Union Station using train?,How do I get from Brooklyn to San Diego using metro?,1,0.8985646,0.423592746257782,0.8275350332260132
How do I get from Downtown to City Center using train?,What's the way from Downtown to City Center using train?,2,0.9693333,0.936489999294281,0.9876342415809631
How do I get from San Francisco to Times Square using bus?,How do I get from Downtown to Union Station using metro?,1,0.9145739,0.5146455764770508,0.845854640007019
How do I get from Manhattan to Times Square using bus?,How do I get from San Francisco to JFK Airport using train?,1,0.9381837,0.5712116360664368,0.8447986841201782
How do I get from San Francisco to Union Station using metro?,What's the way from San Francisco to Union Station using metro?,2,0.96531516,0.9357367157936096,0.9851844310760498
How do I get from LA to Central Park using metro?,How do I get from LA to City Center using train?,1,0.89872354,0.7791337966918945,0.9279628396034241
How do I get from City Center to San Diego using metro?,Is the train from City Center to Times Square running next Monday?,0,0.8570275,0.39639225602149963,0.8448851704597473
How do I get from Brooklyn to San Diego using metro?,Is the train from Times Square to San Diego running this weekend?,0,0.82521325,0.5094239711761475,0.857160747051239
How do I get from Times Square to Manhattan using bus?,What's the way from Times Square to Manhattan using bus?,2,0.9633494,0.9401963949203491,0.9818912744522095
How do I get from Downtown to JFK Airport using bus?,How do I get from LA to Central Park using metro?,1,0.9118377,0.5673395991325378,0.849367082118988
How do I get from Downtown to LA using bus?,Is the bus from JFK Airport to Union Station running this weekend?,0,0.89993554,0.41638073325157166,0.8141826391220093
How do I get from Central Park to San Diego using bus?,How do I get from Brooklyn to Union Station using metro?,1,0.9145739,0.4217849373817444,0.8279623985290527
How do I get from Manhattan to Times Square using bus?,Is the metro from San Francisco to City Center running this weekend?,0,0.8492023,0.4118832051753998,0.8011102080345154
How do I get from San Francisco to Union Station using metro?,How do I get from JFK Airport to City Center using metro?,1,0.99999946,0.6372504830360413,0.8651936650276184
How do I get from City Center to San Francisco using train?,What's the way from City Center to San Francisco using train?,2,0.9686791,0.9386507868766785,0.9863622784614563
How do I get from Union Station to Times Square using bus?,Is the train from Manhattan to Union Station running next Monday?,0,0.87628347,0.47599366307258606,0.8544555902481079
How do I get from Brooklyn to JFK Airport using bus?,Is the metro from Central Park to San Diego running today?,0,0.84243596,0.2989683151245117,0.7594311833381653
How do I get from LA to Central Park using metro?,How do I get from Manhattan to JFK Airport using metro?,1,1.0000004,0.663551926612854,0.8747959733009338
How do I get from City Center to Brooklyn using train?,Is the train from Manhattan to Times Square running next Monday?,0,0.9112493,0.5826292037963867,0.8553543090820312
How do I get from JFK Airport to Times Square using train?,Is the metro from San Francisco to Brooklyn running tomorrow?,0,0.83514756,0.4077029526233673,0.8243948817253113
